pm25,temperature,datetime,humidity
10.65,20.56,2023-07-28 07:00:00+00:00,85.27
10.59,20.94,2023-07-28 08:00:00+00:00,83.45
9.84,20.66,2023-07-28 09:00:00+00:00,83.61
9.95,20.85,2023-07-28 10:00:00+00:00,81.41
9.6,21.57,2023-07-28 11:00:00+00:00,78.37
8.33,23.45,2023-07-28 12:00:00+00:00,71.0
7.51,24.5,2023-07-28 13:00:00+00:00,66.37
5.78,26.4,2023-07-28 14:00:00+00:00,58.72
3.56,26.44,2023-07-28 15:00:00+00:00,55.42
4.13,24.67,2023-07-28 16:00:00+00:00,62.85
5.2,23.24,2023-07-28 17:00:00+00:00,66.45
1.65,22.52,2023-07-28 18:00:00+00:00,66.3
1.63,21.83,2023-07-28 19:00:00+00:00,68.41
2.97,20.46,2023-07-28 20:00:00+00:00,74.1
2.33,19.97,2023-07-28 21:00:00+00:00,77.44
2.68,19.75,2023-07-28 22:00:00+00:00,80.06
3.42,19.23,2023-07-28 23:00:00+00:00,82.53
3.05,18.51,2023-07-29 00:00:00+00:00,83.74
2.6,18.28,2023-07-29 01:00:00+00:00,82.91
2.7,18.46,2023-07-29 02:00:00+00:00,80.29
3.57,18.07,2023-07-29 03:00:00+00:00,81.34
3.87,17.78,2023-07-29 04:00:00+00:00,81.92
4.41,17.77,2023-07-29 05:00:00+00:00,83.89
4.38,18.73,2023-07-29 06:00:00+00:00,82.1
3.05,19.8,2023-07-29 07:00:00+00:00,79.25
2.32,20.96,2023-07-29 08:00:00+00:00,75.88
2.44,20.45,2023-07-29 09:00:00+00:00,77.15
3.05,20.85,2023-07-29 10:00:00+00:00,72.87
2.91,21.19,2023-07-29 11:00:00+00:00,72.72
1.95,23.29,2023-07-29 12:00:00+00:00,63.55
1.1,25.56,2023-07-29 13:00:00+00:00,55.61
0.88,26.14,2023-07-29 14:00:00+00:00,53.66
1.43,26.56,2023-07-29 15:00:00+00:00,51.46
2.39,26.3,2023-07-29 16:00:00+00:00,49.69
2.4,25.45,2023-07-29 17:00:00+00:00,50.61
3.51,23.65,2023-07-29 18:00:00+00:00,57.33
